text,label
instead,1
the,0
collapsing,0
material,0
seems,0
to,0
become,0
dimmer,0
and,1
increasingly,1
red,0
shifted,0
eventually,1
fading,0
away,1
135,0
,0
,0
Primordial,0
black,0
holes,0
and,1
the,0
Big,0
Bang,0
Gravitational,0
collapse,0
requires,0
great,0
density,0
In,1
the,0
current,0
epoch,1
of,1
the,0
universe,1
these,0
high,0
densities,0
are,1
found,0
only,1
in,1
stars,0
but,0
in,1
the,0
early,1
universe,1
shortly,0
after,1
the,0
Big,0
Bang,0
densities,0
were,0
much,0
greater,0
possibly,0
allowing,1
for,0
the,0
creation,0
of,1
black,0
holes,0
High,0
density,0
alone,1
is,1
not,0
enough,1
to,0
allow,1
black,0
hole,0
formation,0
since,0
a,1
uniform,1
mass,0
distribution,0
will,0
not,0
allow,1
the,0
mass,0
to,0
bunch,0
up,1
In,1
order,1
for,0
primordial,0
black,0
holes,0
to,0
have,0
formed,0
in,1
such,0
a,1
dense,0
medium,0
there,0
must,0
have,0
been,0
initial,1
density,0
perturbations,0
that,0
could,0
then,0
grow,0
under,1
their,0
own,1
gravity,0
Different,0
models,0
for,0
the,0
early,1
universe,1
vary,0
widely,0
in,1
their,0
predictions,0
of,1
the,0
scale,0
of,1
these,0
fluctuations,0
Various,0
models,0
predict,0
the,0
creation,0
of,1
primordial,0
black,0
holes,0
ranging,0
in,1
size,0
from,0
a,1
Planck,0
mass,0
,0
𝑚,0
𝑃,0
,0
,0
ℏ,0
𝑐,0
,0
,0
𝐺,0
,0
displaystyle,0
m_,0
P,0
sqrt,0
hbar,0
c,0
G,0
1,0
2,0
1019,0
GeV,0
c2,0
2,0
2,0
10,0
8,0
kg,0
to,0
hundreds,0
of,1
thousands,0
of,1
solar,0
masses,0
130,0
,0
,0
Despite,0
the,0
early,1
universe,1
being,0
extremely,1
dense,0
it,1
did,0
not,0
re,0
collapse,0
into,1
a,1
black,0
hole,0
during,0
the,0
Big,0
Bang,0
since,0
the,0
expansion,1
rate,0
was,0
greater,0
than,0
the,0
attraction,1
Following,0
inflation,1
theory,0
there,0
was,0
a,1
net,0
repulsive,0
gravitation,0
in,1
the,0
beginning,0
until,1
the,0
end,1
of,1
inflation,1
Since,0
then,0
the,0
Hubble,0
flow,0
was,0
slowed,0
by,0
the,0
energy,1
density,0
of,1
the,0
universe,1
,0
,0
Models,0
for,0
the,0
gravitational,0
collapse,0
of,1
objects,1
of,1
relatively,0
constant,0
size,0
such,0
as,1
stars,0
do,0
not,0
necessarily,0
apply,1
in,1
the,0
same,0
way,0
to,0
rapidly,0
expanding,1
space,0
such,0
as,1
the,0
Big,0
Bang,0
136,0
,0
,0
High,0
energy,1
collisions,0
Gravitational,0
collapse,0
is,1
not,0
the,0
only,1
process,0
that,0
could,0
create,0
black,0
holes,0
In,1
principle,0
black,0
holes,0
could,0
be,0
formed,0
in,1
high,0
energy,1
collisions,0
that,0
achieve,1
sufficient,0
density,0
As,1
of,1
2002,0
no,0
such,0
events,1
have,0
been,0
detected,0
either,1
directly,0
or,1
indirectly,1
as,1
a,1
deficiency,0
of,1
the,0
mass,0
balance,0
in,1
particle,0
accelerator,1
experiments,1
137,0
This,0
suggests,0
that,0
there,0
must,0
be,0
a,1
lower,0
limit,0
for,0
the,0
mass,0
of,1
black,0
holes,0
Theoretically,0
this,0
boundary,0
is,1
expected,1
to,0
lie,0
around,1
the,0
Planck,0
mass,0
where,0
quantum,0
effects,1
are,1
expected,1
to,0
invalidate,1
the,0
predictions,0
of,1
general,0
relativity,0
138,0
,0
,0
This,0
would,0
put,0
the,0
creation,0
of,1
black,0
holes,0
firmly,0
out,1
of,1
reach,0
of,1
any,1
high,0
energy,1
process,0
occurring,1
on,1
or,1
near,0
the,0
Earth,1
However,0
certain,0
developments,0
in,1
quantum,0
gravity,0
suggest,0
that,0
the,0
minimum,0
black,0
hole,0
mass,0
could,0
be,0
much,0
lower,0
some,0
braneworld,0
scenarios,0
for,0
example,1
put,0
the,0
boundary,0
as,1
low,0
as,1
1,0
TeV,0
c2,0
139,0
This,0
would,0
make,0
it,1
conceivable,0
for,0
micro,0
black,0
holes,0
to,0
be,0
created,0
in,1
the,0
high,0
energy,1
collisions,0
that,0
occur,1
when,0
cosmic,0
rays,0
hit,0
the,0
Earth,1
s,0
atmosphere,1
or,1
possibly,0
in,1
the,0
Large,0
Hadron,0
Collider,0
at,1
CERN,0
These,0
theories,0
are,1
very,0
speculative,0
and,1
the,0
creation,0
of,1
black,0
holes,0
in,1
these,0
processes,0
is,1
deemed,0
unlikely,1
by,0
many,0
specialists,0
140,0
Even,1
if,1
micro,0
black,0
holes,0
could,0
be,0
formed,0
it,1
is,1
expected,1
that,0
they,0
would,0
evaporate,1
in,1
about,1
10,0
25,0
seconds,0
posing,0
no,0
threat,0
to,0
the,0
Earth,1
141,0
,0
,0
Growth,0
Once,1
a,1
black,0
hole,0
has,0
formed,0
it,1
can,0
continue,0
to,0
grow,0
by,0
absorbing,1
additional,1
matter,0
Any,1
black,0
hole,0
will,0
continually,0
absorb,1
gas,0
and,1
interstellar,1
dust,0
from,0
its,1
surroundings,0
This,0
growth,0
process,0
is,1
one,1
possible,0
way,0
through,0
which,0
some,0
supermassive,0
black,0
holes,0
may,0
have,0
been,0
formed,0
although,1
the,0
formation,0
of,1
supermassive,0
black,0
holes,0
is,1
still,0
an,1
open,1
field,0
of,1
research,0
133,0
A,1
similar,0
process,0
has,0
been,0
suggested,0
for,0
the,0
formation,0
of,1
intermediate,1
mass,0
black,0
holes,0
found,0
in,1
globular,0
clusters,0
142,0
Black,0
holes,0
can,0
also,1
merge,0
with,0
other,1
objects,1
such,0
as,1
stars,0
or,1
even,1
other,1
black,0
holes,0
This,0
is,1
thought,0
to,0
have,0
been,0
important,1
especially,1
in,1
the,0
early,1
growth,0
of,1
supermassive,0
black,0
holes,0
which,0
could,0
have,0
formed,0
from,0
the,0
aggregation,1
of,1
many,0
smaller,0
objects,1
133,0
The,0
process,0
has,0
also,1
been,0
proposed,0
as,1
the,0
origin,1
of,1
some,0
intermediate,1
mass,0
black,0
holes,0
143,0
144,0
,0
,0
Evaporation,1
Main,0
article,1
Hawking,0
radiation,0
In,1
1974,0
Hawking,0
predicted,0
that,0
black,0
holes,0
are,1
not,0
entirely,1
black,0
but,0
emit,1
small,0
amounts,1
of,1
thermal,0
radiation,0
at,1
a,1
temperature,0
ℏc3,0
8πGMkB,0
54,0
this,0
effect,1
has,0
become,0
known,0
as,1
Hawking,0
radiation,0
By,0
applying,1
quantum,0
field,0
theory,0
to,0
a,1
static,0
black,0
hole,0
background,0
he,0
determined,0
that,0
a,1
black,0
hole,0
should,0
emit,1
particles,0
that,0
display,0
a,1
perfect,0
black,0
body,0
spectrum,0
Since,0
Hawking,0
s,0
publication,0
many,0
others,1
have,0
verified,0
the,0
result,0
through,0
various,0
approaches,1
145,0
If,1
Hawking,0
s,0
theory,0
of,1
black,0
hole,0
radiation,0
is,1
correct,0
then,0
black,0
holes,0
are,1
expected,1
to,0
shrink,0
and,1
evaporate,1
over,1
time,0
as,1
they,0
lose,0
mass,0
by,0
the,0
emission,1
of,1
photons,0
and,1
other,1
particles,0
54,0
The,0
temperature,0
of,1
this,0
thermal,0
spectrum,0
Hawking,0
temperature,0
is,1
proportional,0
to,0
the,0
surface,0
gravity,0
of,1
the,0
black,0
hole,0
which,0
for,0
a,1
Schwarzschild,0
black,0
hole,0
is,1
inversely,1
proportional,0
to,0
the,0
mass,0
Hence,0
large,0
black,0
holes,0
emit,1
less,0
radiation,0
than,0
small,0
black,0
holes,0
146,0
,0
,0
A,1
stellar,0
black,0
hole,0
of,1
1,0
M,0
has,0
a,1
Hawking,0
temperature,0
of,1
62,0
nanokelvins,0
147,0
This,0
is,1
far,0
less,0
than,0
the,0
2,0
7,0
K,0
temperature,0
of,1
the,0
cosmic,0
microwave,0
background,0
radiation,0
Stellar,0
mass,0
or,1
larger,0
black,0
holes,0
receive,0
more,0
mass,0
from,0
the,0
cosmic,0
microwave,0
background,0
than,0
they,0
emit,1
through,0
Hawking,0
radiation,0
and,1
thus,0
will,0
grow,0
instead,1
of,1
shrinking,0
148,0
To,0
have,0
a,1
Hawking,0
temperature,0
larger,0
than,0
2,0
7,0
K,0
and,1
be,0
able,1
to,0
evaporate,1
a,1
black,0
hole,0
would,0
need,0
a,1
mass,0
less,0
than,0
the,0
Moon,0
Such,0
a,1
black,0
hole,0
would,0
have,0
a,1
diameter,0
of,1
less,0
than,0
a,1
tenth,0
of,1
a,1
millimeter,0
149,0
,0
,0
If,1
a,1
black,0
hole,0
is,1
very,0
small,0
the,0
radiation,0
effects,1
are,1
expected,1
to,0
become,0
very,0
strong,0
A,1
black,0
hole,0
with,0
the,0
mass,0
of,1
a,1
car,0
would,0
have,0
a,1
diameter,0
of,1
about,1
10,0
24,0
m,0
and,1
take,0
a,1
nanosecond,0
to,0
evaporate,1
during,0
which,0
time,0
it,1
would,0
briefly,0
have,0
a,1
luminosity,0
of,1
more,0
than,0
200,0
times,0
that,0
of,1
the,0
Sun,0
Lower,0
mass,0
black,0
holes,0
are,1
expected,1
to,0
evaporate,1
even,1
faster,0
for,0
example,1
a,1
black,0
hole,0
of,1
mass,0
1,0
TeV,0
c2,0
would,0
take,0
less,0
than,0
10,0
88,0
seconds,0
to,0
evaporate,1
completely,0
For,0
such,0
a,1
small,0
black,0
hole,0
quantum,0
gravity,0
effects,1
are,1
expected,1
to,0
play,0
an,1
important,1
role,0
and,1
could,0
hypothetically,0
make,0
such,0
a,1
small,0
black,0
hole,0
stable,0
although,1
current,0
developments,0
in,1
quantum,0
gravity,0
do,0
not,0
indicate,1
this,0
is,1
the,0
case,0
150,0
151,0
,0
,0
The,0
Hawking,0
radiation,0
for,0
an,1
astrophysical,1
black,0
hole,0
is,1
predicted,0
to,0
be,0
very,0
weak,0
and,1
would,0
thus,0
be,0
exceedingly,1
difficult,0
to,0
detect,0
from,0
Earth,1
A,1
possible,0
exception,1
however,0
is,1
the,0
burst,0
of,1
gamma,0
rays,0
emitted,1
in,1
the,0
last,0
stage,0
of,1
the,0
evaporation,1
of,1
primordial,0
black,0
holes,0
Searches,0
for,0
such,0
flashes,0
have,0
proven,0
unsuccessful,1
and,1
provide,0
stringent,0
limits,0
on,1
the,0
possibility,0
of,1
existence,1
of,1
low,0
mass,0
primordial,0
black,0
holes,0
152,0
NASA,0
s,0
Fermi,0
Gamma,0
ray,0
Space,0
Telescope,0
launched,0
in,1
2008,0
will,0
continue,0
the,0
search,0
for,0
these,0
flashes,0
153,0
,0
,0
If,1
black,0
holes,0
evaporate,1
via,0
Hawking,0
radiation,0
a,1
solar,0
mass,0
black,0
hole,0
will,0
evaporate,1
beginning,0
once,1
the,0
temperature,0
of,1
the,0
cosmic,0
microwave,0
background,0
drops,0
below,0
that,0
of,1
the,0
black,0
hole,0
over,1
a,1
period,0
of,1
1064,0
years,0
154,0
A,1
supermassive,0
black,0
hole,0
with,0
a,1
mass,0
of,1
1011,0
M,0
will,0
evaporate,1
in,1
around,1
2,0
10100,0
years,0
155,0
Some,0
monster,0
black,0
holes,0
in,1
the,0
universe,1
are,1
predicted,0
to,0
continue,0
to,0
grow,0
up,1
to,0
perhaps,0
1014,0
M,0
during,0
the,0
collapse,0
of,1
superclusters,0
of,1
galaxies,0
Even,1
these,0
would,0
evaporate,1
over,1
a,1
timescale,0
of,1
up,1
to,0
10106,0
years,0
154,0
,0
,0
Observational,1
evidence,1
By,0
nature,0
black,0
holes,0
do,0
not,0
themselves,0
emit,1
any,1
electromagnetic,1
radiation,0
other,1
than,0
the,0
hypothetical,0
Hawking,0
radiation,0
so,0
astrophysicists,1
searching,0
for,0
black,0
holes,0
must,0
generally,0
rely,0
on,1
indirect,1
observations,1
For,0
example,1
a,1
black,0
hole,0
s,0
existence,1
can,0
sometimes,0
be,0
inferred,1
by,0
observing,1
its,1
gravitational,0
influence,1
on,1
its,1
surroundings,0
156,0
,0
,0
Direct,0
interferometry,1
,0
A,1
view,0
of,1
M87,0
black,0
hole,0
in,1
polarised,0
light,0
,0
Sagittarius,0
A,1
black,0
hole,0
in,1
the,0
center,0
of,1
the,0
Milky,0
Way,0
The,0
Event,1
Horizon,0
Telescope,0
EHT,1
is,1
an,1
active,1
program,0
that,0
directly,0
observes,1
the,0
immediate,1
environment,1
of,1
black,0
holes,0
event,1
horizons,0
such,0
as,1
the,0
black,0
hole,0
at,1
the,0
centre,0
of,1
the,0
Milky,0
Way,0
In,1
April,1
2017,0
EHT,1
began,0
observing,1
the,0
black,0
hole,0
at,1
the,0
centre,0
of,1
Messier,0
87,0
157,0
158,0
In,1
all,1
eight,1
radio,0
observatories,1
on,1
six,0
mountains,0
and,1
four,0
continents,0
observed,1
the,0
galaxy,0
in,1
Virgo,0
on,1
and,1
off,1
for,0
10,0
days,0
in,1
April,1
2017,0
to,0
provide,0
the,0
data,0
yielding,0
the,0
image,1
in,1
April,1
2019,0
159,0
,0
,0
After,1
two,0
years,0
of,1
data,0
processing,0
EHT,1
released,0
the,0
first,0
direct,0
image,1
of,1
a,1
black,0
hole,0
Specifically,0
the,0
supermassive,0
black,0
hole,0
that,0
lies,0
in,1
the,0
centre,0
of,1
the,0
aforementioned,1
galaxy,0
160,0
161,0
What,0
is,1
visible,0
is,1
not,0
the,0
black,0
hole,0
which,0
shows,0
as,1
black,0
because,0
of,1
the,0
loss,0
of,1
all,1
light,0
within,0
this,0
dark,0
region,0
Instead,1
it,1
is,1
the,0
gases,0
at,1
the,0
edge,1
of,1
the,0
event,1
horizon,0
displayed,0
as,1
orange,1
or,1
red,0
that,0
define,0
the,0
black,0
hole,0
162,0
,0
,0
On,1
12,0
May,0
2022,0
the,0
EHT,1
released,0
the,0
first,0
image,1
of,1
Sagittarius,0
A,1
the,0
supermassive,0
black,0
hole,0
at,1
the,0
centre,0
of,1
the,0
Milky,0
Way,0
galaxy,0
The,0
published,0
image,1
displayed,0
the,0
same,0
ring,0
like,0
structure,0
and,1
circular,0
shadow,0
as,1
seen,0
in,1
the,0
M87,0
black,0
hole,0
and,1
the,0
image,1
was,0
created,0
using,1
the,0
same,0
techniques,0
as,1
for,0
the,0
M87,0
black,0
hole,0
The,0
imaging,1
process,0
for,0
Sagittarius,0
A,1
which,0
is,1
more,0
than,0
a,1
thousand,0
times,0
smaller,0
and,1
less,0
massive,0
than,0
M87,0
was,0
significantly,0
more,0
complex,0
because,0
of,1
the,0
instability,1
of,1
its,1
surroundings,0
163,0
The,0
image,1
of,1
Sagittarius,0
A,1
was,0
partially,0
blurred,0
by,0
turbulent,0
plasma,0
on,1
the,0
way,0
to,0
the,0
galactic,0
centre,0
an,1
effect,1
which,0
prevents,0
resolution,0
of,1
the,0
image,1
at,1
longer,0
wavelengths,0
164,0
,0
,0
The,0
brightening,0
of,1
this,0
material,0
in,1
the,0
bottom,0
half,0
of,1
the,0
processed,0
EHT,1
image,1
is,1
thought,0
to,0
be,0
caused,0
by,0
Doppler,0
beaming,0
whereby,0
material,0
approaching,1
the,0
viewer,0
at,1
relativistic,0
speeds,0
is,1
perceived,0
as,1
brighter,0
than,0
material,0
moving,0
away,1
In,1
the,0
case,0
of,1
a,1
black,0
hole,0
this,0
phenomenon,0
implies,1
that,0
the,0
visible,0
material,0
is,1
rotating,0
at,1
relativistic,0
speeds,0
1,0
000,0
km,0
s,0
2,0
200,0
000,0
mph,0
the,0
only,1
speeds,0
at,1
which,0
it,1
is,1
possible,0
to,0
centrifugally,0
balance,0
the,0
immense,1
gravitational,0
attraction,1
of,1
the,0
singularity,0
and,1
thereby,0
remain,0
in,1
orbit,1
above,1
the,0
event,1
horizon,0
This,0
configuration,0
of,1
bright,0
material,0
implies,1
that,0
the,0
EHT,1
observed,1
M87,0
from,0
a,1
perspective,0
catching,0
the,0
black,0
hole,0
s,0
accretion,1
disc,0
nearly,0
edge,1
on,1
as,1
the,0
whole,0
system,0
rotated,0
clockwise,0
165,0
166,0
,0
,0
The,0
extreme,1
gravitational,0
lensing,0
associated,1
with,0
black,0
holes,0
produces,0
the,0
illusion,1
of,1
a,1
perspective,0
that,0
sees,0
the,0
accretion,1
disc,0
from,0
above,1
In,1
reality,0
most,0
of,1
the,0
ring,0
in,1
the,0
EHT,1
image,1
was,0
created,0
when,0
the,0
light,0
emitted,1
by,0
the,0
far,0
side,0
of,1
the,0
accretion,1
disc,0
bent,0
around,1
the,0
black,0
hole,0
s,0
gravity,0
well,0
and,1
escaped,1
meaning,0
that,0
most,0
of,1
the,0
possible,0
perspectives,0
on,1
M87,0
can,0
see,0
the,0
entire,1
disc,0
even,1
that,0
directly,0
behind,0
the,0
shadow,0
,0
,0
In,1
2015,0
the,0
EHT,1
detected,0
magnetic,0
fields,0
just,0
outside,1
the,0
event,1
horizon,0
of,1
Sagittarius,0
A,1
and,1
even,1
discerned,0
some,0
of,1
their,0
properties,0
The,0
field,0
lines,0
that,0
pass,0
through,0
the,0
accretion,1
disc,0
were,0
a,1
complex,0
mixture,0
of,1
ordered,1
and,1
tangled,0
Theoretical,0
studies,0
of,1
black,0
holes,0
had,0
predicted,0
the,0
existence,1
of,1
magnetic,0
fields,0
167,0
168,0
,0
,0
In,1
April,1
2023,0
an,1
image,1
of,1
the,0
shadow,0
of,1
the,0
Messier,0
87,0
black,0
hole,0
and,1
the,0
related,0
high,0
energy,1
jet,0
viewed,0
together,0
for,0
the,0
first,0
time,0
was,0
presented,0
169,0
170,0
,0
,0
Detection,0
of,1
gravitational,0
waves,0
from,0
merging,0
black,0
holes,0
,0
LIGO,0
measurement,0
of,1
the,0
gravitational,0
waves,0
at,1
the,0
Livingston,0
right,0
and,1
Hanford,0
left,0
detectors,0
compared,0
with,0
the,0
theoretical,0
predicted,0
values,0
On,1
14,0
September,0
2015,0
the,0
LIGO,0
gravitational,0
wave,0
observatory,1
made,0
the,0
first,0
ever,1
successful,0
direct,0
observation,1
of,1
gravitational,0
waves,0
55,0
171,0
The,0
signal,0
was,0
consistent,0
with,0
theoretical,0
predictions,0
for,0
the,0
gravitational,0
waves,0
produced,0
by,0
the,0
merger,0
of,1
two,0
black,0
holes,0
one,1
with,0
about,1
36,0
solar,0
masses,0
and,1
the,0
other,1
around,1
29,0
solar,0
masses,0
55,0
172,0
This,0
observation,1
provides,0
the,0
most,0
concrete,0
evidence,1
for,0
the,0
existence,1
of,1
black,0
holes,0
to,0
date,0
For,0
instance,1
the,0
gravitational,0
wave,0
signal,0
suggests,0
that,0
the,0
separation,0
of,1
the,0
two,0
objects,1
before,0
the,0
merger,0
was,0
just,0
350,0
km,0
or,1
roughly,0
four,0
times,0
the,0
Schwarzschild,0
radius,0
corresponding,0
to,0
the,0
inferred,1
masses,0
The,0
objects,1
must,0
therefore,0
have,0
been,0
extremely,1
compact,0
leaving,0
black,0
holes,0
as,1
the,0
most,0
plausible,0
interpretation,1
55,0
,0
,0
More,0
importantly,1
the,0
signal,0
observed,1
by,0
LIGO,0
also,1
included,1
the,0
start,0
of,1
the,0
post,0
merger,0
ringdown,0
the,0
signal,0
produced,0
as,1
the,0
newly,0
formed,0
compact,0
object,1
settles,0
down,0
to,0
a,1
stationary,0
state,0
Arguably,1
the,0
ringdown,0
is,1
the,0
most,0
direct,0
way,0
of,1
observing,1
a,1
black,0
hole,0
173,0
From,0
the,0
LIGO,0
signal,0
it,1
is,1
possible,0
to,0
extract,1
the,0
frequency,0
and,1
damping,0
time,0
of,1
the,0
dominant,0
mode,0
of,1
the,0
ringdown,0
From,0
these,0
it,1
is,1
possible,0
to,0
infer,1
the,0
mass,0
and,1
angular,1
momentum,0
of,1
the,0
final,0
object,1
which,0
match,0
independent,1
predictions,0
from,0
numerical,0
simulations,0
of,1
the,0
merger,0
174,0
The,0
frequency,0
and,1
decay,0
time,0
of,1
the,0
dominant,0
mode,0
are,1
determined,0
by,0
the,0
geometry,0
of,1
the,0
photon,0
sphere,0
Hence,0
observation,1
of,1
this,0
mode,0
confirms,0
the,0
presence,0
of,1
a,1
photon,0
sphere,0
however,0
it,1
cannot,0
exclude,1
possible,0
exotic,1
alternatives,1
to,0
black,0
holes,0
that,0
are,1
compact,0
enough,1
to,0
have,0
a,1
photon,0
sphere,0
173,0
175,0
,0
,0
The,0
observation,1
also,1
provides,0
the,0
first,0
observational,1
evidence,1
for,0
the,0
existence,1
of,1
stellar,0
mass,0
black,0
hole,0
binaries,0
Furthermore,0
it,1
is,1
the,0
first,0
observational,1
evidence,1
of,1
stellar,0
mass,0
black,0
holes,0
weighing,0
25,0
solar,0
masses,0
or,1
more,0
176,0
,0
,0
Since,0
then,0
many,0
more,0
gravitational,0
wave,0
events,1
have,0
been,0
observed,1
177,0
,0
,0
Stars,0
orbiting,1
Sagittarius,0
A,1
,0
Main,0
article,1
Sagittarius,0
A,1
cluster,0
,0
Stars,0
moving,0
around,1
Sagittarius,0
A,1
as,1
seen,0
in,1
2021,0
The,0
proper,0
motions,0
of,1
stars,0
near,0
the,0
centre,0
of,1
our,1
own,1
Milky,0
Way,0
provide,0
strong,0
observational,1
evidence,1
that,0
these,0
stars,0
are,1
orbiting,1
a,1
supermassive,0
black,0
hole,0
178,0
Since,0
1995,0
astronomers,1
have,0
tracked,0
the,0
motions,0
of,1
90,0
stars,0
orbiting,1
an,1
invisible,1
object,1
coincident,0
with,0
the,0
radio,0
source,0
Sagittarius,0
A,1
By,0
fitting,0
their,0
motions,0
to,0
Keplerian,0
orbits,1
the,0
astronomers,1
were,0
able,1
to,0
infer,1
in,1
1998,0
that,0
a,1
2,0
6,0
106,0
M,0
object,1
must,0
be,0
contained,0
in,1
a,1
volume,0
with,0
a,1
radius,0
of,1
0,0
02,0
light,0
years,0
to,0
cause,0
the,0
motions,0
of,1
those,0
stars,0
179,0
,0
,0
Since,0
then,0
one,1
of,1
the,0
stars,0
called,0
S2,0
has,0
completed,0
a,1
full,0
orbit,1
From,0
the,0
orbital,1
data,0
astronomers,1
were,0
able,1
to,0
refine,0
the,0
calculations,0
of,1
the,0
mass,0
to,0
4,0
3,0
106,0
M,0
and,1
a,1
radius,0
of,1
less,0
than,0
0,0
002,0
light,0
years,0
for,0
the,0
object,1
causing,0
the,0
orbital,1
motion,0
of,1
those,0
stars,0
178,0
The,0
upper,1
limit,0
on,1
the,0
object,1
s,0
size,0
is,1
still,0
too,0
large,0
to,0
test,0
whether,0
it,1
is,1
smaller,0
than,0
its,1
Schwarzschild,0
radius,0
Nevertheless,0
these,0
observations,1
strongly,0
suggest,0
that,0
the,0
central,0
object,1
is,1
a,1
supermassive,0
black,0
hole,0
as,1
there,0
are,1
no,0
other,1
plausible,0
scenarios,0
for,0
confining,0
so,0
much,0
invisible,1
mass,0
into,1
such,0
a,1
small,0
volume,0
179,0
Additionally,1
there,0
is,1
some,0
observational,1
evidence,1
that,0
this,0
object,1
might,0
possess,0
an,1
event,1
horizon,0
a,1
feature,0
unique,1
to,0
black,0
holes,0
180,0
,0
,0
Accretion,1
of,1
matter,0
See,0
also,1
Accretion,1
disk,0
,0
Blurring,0
of,1
X,0
rays,0
near,0
black,0
hole,0
NuSTAR,0
12,0
August,1
2014,0
181,0
,0
Due,0
to,0
conservation,0
of,1
angular,1
momentum,0
182,0
gas,0
falling,0
into,1
the,0
gravitational,0
well,0
created,0
by,0
a,1
massive,0
object,1
will,0
typically,0
form,0
a,1
disk,0
like,0
structure,0
around,1
the,0
object,1
Artists,1
impressions,1
such,0
as,1
the,0
accompanying,1
representation,0
of,1
a,1
black,0
hole,0
with,0
corona,0
commonly,0
depict,0
the,0
black,0
hole,0
as,1
if,1
it,1
were,0
a,1
flat,0
space,0
body,0
hiding,0
the,0
part,0
of,1
the,0
disk,0
just,0
behind,0
it,1
but,0
in,1
reality,0
gravitational,0
lensing,0
would,0
greatly,0
distort,0
the,0
image,1
of,1
the,0
accretion,1
disk,0
183,0
,0
,0
Within,0
such,0
a,1
disk,0
friction,0
would,0
cause,0
angular,1
momentum,0
to,0
be,0
transported,0
outward,1
allowing,1
matter,0
to,0
fall,0
farther,0
inward,1
thus,0
releasing,0
potential,0
energy,1
and,1
increasing,1
the,0
temperature,0
of,1
the,0
gas,0
184,0
,0
,0
When,0
the,0
accreting,1
object,1
is,1
a,1
neutron,0
star,0
or,1
a,1
black,0
hole,0
the,0
gas,0
in,1
the,0
inner,1
accretion,1
disk,0
orbits,1
at,1
very,0
high,0
speeds,0
because,0
of,1
its,1
proximity,0
to,0
the,0
compact,0
object,1
The,0
resulting,0
friction,0
is,1
so,0
significant,0
that,0
it,1
heats,0
the,0
inner,1
disk,0
to,0
temperatures,0
at,1
which,0
it,1
emits,1
vast,0
amounts,1
of,1
electromagnetic,1
radiation,0
mainly,0
X,0
rays,0
These,0
bright,0
X,0
ray,0
sources,0
may,0
be,0
detected,0
by,0
telescopes,0
This,0
process,0
of,1
accretion,1
is,1
one,1
of,1
the,0
most,0
efficient,1
energy,1
producing,0
processes,0
known,0
Up,1
to,0
40,0
of,1
the,0
rest,0
mass,0
of,1
the,0
accreted,1
material,0
can,0
be,0
emitted,1
as,1
radiation,0
184,0
In,1
nuclear,0
fusion,0
only,1
about,1
0,0
7,0
of,1
the,0
rest,0
mass,0
will,0
be,0
emitted,1
as,1
energy,1
In,1
many,0
cases,0
accretion,1
disks,0
are,1
accompanied,1
by,0
relativistic,0
jets,0
that,0
are,1
emitted,1
along,1
the,0
poles,0
which,0
carry,0
away,1
much,0
of,1
the,0
energy,1
The,0
mechanism,0
for,0
the,0
creation,0
of,1
these,0
jets,0
is,1
currently,0
not,0
well,0
understood,1
in,1
part,0
due,0
to,0
insufficient,1
data,0
185,0
,0
,0
As,1
such,0
many,0
of,1
the,0
universe,1
s,0
more,0
energetic,1
phenomena,0
have,0
been,0
attributed,1
to,0
the,0
accretion,1
of,1
matter,0
on,1
black,0
holes,0
In,1
particular,0
active,1
galactic,0
nuclei,0
and,1
quasars,0
are,1
believed,0
to,0
be,0
the,0
accretion,1
disks,0
of,1
supermassive,0
black,0
holes,0
186,0
Similarly,0
X,0
ray,0
binaries,0
are,1
generally,0
accepted,1
to,0
be,0
binary,0
star,0
systems,0
in,1
which,0
one,1
of,1
the,0
two,0
stars,0
is,1
a,1
compact,0
object,1
accreting,1
matter,0
from,0
its,1
companion,0
186,0
It,1
has,0
also,1
been,0
suggested,0
that,0
some,0
ultraluminous,1
X,0
ray,0
sources,0
may,0
be,0
the,0
accretion,1
disks,0
of,1
intermediate,1
mass,0
black,0
holes,0
187,0
,0
,0
Stars,0
have,0
been,0
observed,1
to,0
get,0
torn,0
apart,1
by,0
tidal,0
forces,0
in,1
the,0
immediate,1
vicinity,0
of,1
supermassive,0
black,0
holes,0
in,1
galaxy,0
nuclei,0
in,1
what,0
is,1
known,0
as,1
a,1
tidal,0
disruption,0
event,1
TDE,0
Some,0
of,1
the,0
material,0
from,0
the,0
disrupted,0
star,0
forms,0
an,1
accretion,1
disk,0
around,1
the,0
black,0
hole,0
which,0
emits,1
observable,1
electromagnetic,1
radiation,0
,0
,0
In,1
November,0
2011,0
the,0
first,0
direct,0
observation,1
of,1
a,1
quasar,0
accretion,1
disk,0
around,1
a,1
supermassive,0
black,0
hole,0
was,0
reported,0
188,0
189,0
,0
,0
X,0
ray,0
binaries,0
See,0
also,1
X,0
ray,0
binary,0
,0
A,1
Chandra,0
X,0
Ray,0
Observatory,1
image,1
of,1
Cygnus,0
X,0
1,0
which,0
was,0
the,0
first,0
strong,0
black,0
hole,0
candidate,0
discovered,0
X,0
ray,0
binaries,0
are,1
binary,0
star,0
systems,0
that,0
emit,1
a,1
majority,0
of,1
their,0
radiation,0
in,1
the,0
X,0
ray,0
part,0
of,1
the,0
spectrum,0
These,0
X,0
ray,0
emissions,1
are,1
generally,0
thought,0
to,0
result,0
